uid,county,address,value,minimum_bid,status,sale_type,sale_notes,account_nbr,cause_nbr,coordinates
1003049478,PARKER COUNTY,680 MEADOWVIEW TRL SPRINGTOWN TX 76082-5745,92850,5710.54,Available for Future Sale,FUTURE SALE,,R017529,CV22-1819,"-97.781934, 32.971651"
1003050307,PARKER COUNTY,358 OAK VALLEY LN SPRINGTOWN TX 76082-7314,325940,23510.5,Available for Future Sale,FUTURE SALE,,R017749,CV23-1729,"-97.61258, 32.917335"
1015844382,PARKER COUNTY,1108 SANTA FE DR WEATHERFORD TX 76086-5818,15040,509.3,Available for Future Sale,FUTURE SALE,See Parker CAD for map and/or address,N108866,CV23-0861,"-97.783027, 32.747098"
1015844403,PARKER COUNTY,1108 SANTA FE DR WEATHERFORD TX 76086-5818,10640,432.46,Available for Future Sale,FUTURE SALE,See Parker CAD for map and/or address,N108980,CV23-0861,"-97.783027, 32.747098"
1015844404,PARKER COUNTY,1108 SANTA FE DR WEATHERFORD TX 76086-5818,7930,425.2,Available for Future Sale,FUTURE SALE,See Parker CAD for map and/or address,N108983,CV23-0861,"-97.783027, 32.747098"
1015844414,PARKER COUNTY,1108 SANTA FE DR WEATHERFORD TX 76086-5818,18760,884.51,Available for Future Sale,FUTURE SALE,See Parker CAD for map and/or address,N109013,CV23-0861,"-97.783027, 32.747098"
1015844415,PARKER COUNTY,1108 SANTA FE DR WEATHERFORD TX 76086-5818,12850,932.18,Available for Future Sale,FUTURE SALE,See Parker CAD for map and/or address,N109014,CV23-0861,"-97.783027, 32.747098"
1003237585,PARKER COUNTY,1106 FRANKLIN ST WEATHERFORD TX 76086-1627,159220,6100.72,Available for Future Sale,FUTURE SALE,,R003780,CV23-1865,"-97.800408, 32.771485"
1012525061,PARKER COUNTY,806 TERRACE DR WEATHERFORD TX 76086-5748,351210,21411.95,Available for Future Sale,FUTURE SALE,See Parker CAD for map and/or address,R004764,CV23-1679,"-97.784332, 32.744031"
1015844279,PARKER COUNTY,1108 SANTA FE DR WEATHERFORD TX 76086-5818,10200,317.76,Available for Future Sale,FUTURE SALE,See Parker CAD for map and/or address,N108413,CV23-0861,"-97.783027, 32.747098"
1001954718,LLANO COUNTY,LA SERENA LOOP HORSESHOE BAY TX 78657,131250,11365.51,Available for Future Sale,FUTURE SALE,,R000067828,21464,"-98.381941, 30.540531"
1014634879,LLANO COUNTY,109 LOST SPUR HORSESHOE BAY TX 78657,56800,807,Available for Future Sale,FUTURE SALE,,R000073790,22393,"-98.36833, 30.54118"
1015147351,LLANO COUNTY,1107 AVON AVE LLANO TX 78643,49920,5857.8,Available for Future Sale,FUTURE SALE,,R000074106,22906,"-98.68454, 30.76254"
1001827272,LLANO COUNTY,1107 AVON AVE LLANO TX 78643-1108,7840,2050.59,Available for Future Sale,FUTURE SALE,,R000030478,22906,"-98.68454, 30.76254"
1001830281,LLANO COUNTY,HYACINTH KINGSLAND TX 78639,2000,2000,Available for Future Sale,FUTURE SALE,,R000035143,20877,"-98.41919, 30.68816"
1002300588,LLANO COUNTY,LOT 23086 AZURE HORSESHOE BAY TX 78657,58910,697,Available for Future Sale,FUTURE SALE,,R000037010,23088,"-98.37852, 30.53319"
1001558915,LLANO COUNTY,300 W TAYLOR ST LLANO TX 78643,30800,12059.2,Available for Future Sale,FUTURE SALE,,R000022315,21562,"-98.67843, 30.76443"
1001827260,LLANO COUNTY,1107 AVON AVE LLANO TX 78643-1108,7840,2050.59,Available for Future Sale,FUTURE SALE,,R000030469,22906,"-98.68454, 30.76254"
1002171975,LLANO COUNTY,823 ROCK KINGSLAND TX 78639,21000,,Available for Future Sale,FUTURE SALE,,R000005500,21910,"-98.4608, 30.67849"
1002160173,LLANO COUNTY,369 MUNSON ST TOW TX 78672,110230,10405.3,Available for Future Sale,FUTURE SALE,,R000019678,22030,"-98.44997, 30.84893"
1001621157,LLANO COUNTY,510 BEAVER ST TOW TX 78672,50300,11733.15,Available for Future Sale,FUTURE SALE,,R000021295,21115,"-98.449205, 30.846125"
1001688317,LLANO COUNTY,4698 RIVER OAKS DR NEW BRAUNFELS TX 78132,0,,Available for Future Sale,FUTURE SALE,,P000069004,22078,"-98.14194, 29.81099"
